"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"ENSG00000152779.14-SLC16A12"	-0.699391471563577	1.71354386941329	-4.48795472912248	7.62879315254127e-05	0.0250327721977294	1.55320661438174
"ENSG00000104897.10-SF3A2"	15.8847562050452	132.654039326477	4.47363779157525	7.9587069245415e-05	0.025846105858761	1.51518644088517
"ENSG00000007264.15-MATK"	4.52013055191332	13.7118538055294	4.46444376012442	8.17794573765274e-05	0.0261489428281304	1.49078354969483
"ENSG00000124541.7-RRP36"	-17.8276840546674	84.6851907075251	-4.4621157121977	8.23439777302017e-05	0.0261489428281304	1.48460603484982
"ENSG00000134853.12-PDGFRA"	1.99758267294754	2.83034487918525	4.45938970171766	8.30098816803606e-05	0.0261489428281304	1.47737335360937
"ENSG00000286996.1-AC099332.2"	-0.553619062703712	0.865844684892469	-4.45159495467874	8.49433882167839e-05	0.0263523018236839	1.45669723710025
"ENSG00000128739.22-SNRPN"	105.699025532844	608.471416761271	4.450063097444	8.53285542051287e-05	0.0263523018236839	1.45263475219328
"ENSG00000123901.9-GPR83"	-0.408403924347308	0.886579403056398	-4.44325753190479	8.70606369057397e-05	0.0264401832838606	1.43458989238747
"ENSG00000287925.1-AL353576.1"	0.178559568650689	0.657312769243555	4.44235936198068	8.72918022133108e-05	0.0264401832838606	1.43220883594831
"ENSG00000019485.13-PRDM11"	-1.60190324243235	4.81685950443616	-4.42865783210574	9.08941106729266e-05	0.0272690988600749	1.39589845704728
"ENSG00000148680.16-HTR7"	-10.6960345711419	10.6978830930219	-4.40037014573872	9.8800778076906e-05	0.029360779753531	1.32100895872745
"ENSG00000198502.6-HLA-DRB5"	-0.639371479068677	0.706752948455917	-4.39462052616407	0.000100488770962808	0.029360779753531	1.30579999184666
"ENSG00000214954.8-LRRC69"	-2.0733570130844	2.22384319233835	-4.39403473467478	0.000100662334953854	0.029360779753531	1.30425069338826
"ENSG00000286088.1-AC073585.2"	-0.654844337346057	1.07141868378876	-4.38823682544302	0.000102396188695173	0.0294507314016317	1.28891886377146
"ENSG00000167515.10-TRAPPC2L"	-36.0025334749455	83.4901185461044	-4.38676643285644	0.00010284055916255	0.0294507314016317	1.28503130901474
"ENSG00000111845.5-PAK1IP1"	-8.98378758188413	41.5441598928987	-4.38208346415659	0.000104268495598411	0.0295906475661762	1.27265198475992
"ENSG00000242372.8-EIF6"	21.6472231538219	131.3322946727	4.37617381027397	0.000106098350097605	0.0298258229825502	1.25703414832679
"ENSG00000165449.11-SLC16A9"	5.93295603120183	22.6653273941393	4.37332778752906	0.000106990825593733	0.0298258229825502	1.24951445664151
"ENSG00000141314.13-RHBDL3"	3.54124572357032	6.58179181061285	4.35926592329337	0.000111510005965173	0.0308129534904292	1.21237674681635
"ENSG00000189280.3-GJB5"	0.556472381816739	0.969345857938544	4.34822510614	0.000115189422313539	0.0314217856817196	1.18323679848742
"ENSG00000127903.14-ZNF835"	1.63196452876731	2.13005865782111	4.3440725979719	0.000116603953080636	0.0314217856817196	1.17228151500995
"ENSG00000158270.12-COLEC12"	0.925761628471466	2.05362584459087	4.34377557466161	0.000116705784729412	0.0314217856817196	1.17149799112502
"ENSG00000230564.1-CALM1P2"	-0.33905251172966	0.607836588726964	-4.32103634539633	0.000124766930721932	0.0331858039545062	1.11155088442433
"ENSG00000203711.14-C6orf99"	1.30494584695244	1.99375550256878	4.31940836272648	0.000125364612888043	0.0331858039545062	1.10726189970023
"ENSG00000180440.4-SERTM1"	-0.328121258793795	1.31216015530412	-4.3087842268669	0.000129334755208083	0.0337551149897061	1.07928165144983
"ENSG00000171812.13-COL8A2"	-0.607300473257747	1.97273203807465	-4.30793236064373	0.000129658389059218	0.0337551149897061	1.07703884851079
"ENSG00000246582.3-AC100861.1"	-1.6294452418881	2.97785122067028	-4.28250860562507	0.000139692072452336	0.0351786473201251	1.01015239471806
"ENSG00000132164.10-SLC6A11"	-0.712857367389872	1.46080809823623	-4.27854490450381	0.000141323629062691	0.0351786473201251	0.999733165630889
"ENSG00000286012.1-FP671120.6"	-0.390894239940384	0.665513184858668	-4.27749070357732	0.000141760705863459	0.0351786473201251	0.996962429256704
"ENSG00000286148.1-FP236383.8"	-0.390894239940384	0.665513184858668	-4.27749070357732	0.000141760705863459	0.0351786473201251	0.996962429256704
"ENSG00000286178.1-FP236383.10"	-0.390894239940384	0.665513184858668	-4.27749070357732	0.000141760705863459	0.0351786473201251	0.996962429256704
"ENSG00000175707.9-KDF1"	2.62871842514891	10.8560920476704	4.27420981737408	0.000143129490431128	0.0351786473201251	0.988340420064609
"ENSG00000144840.9-RABL3"	-4.42590922398891	15.782470040548	-4.27336558156056	0.000143483799965754	0.0351786473201251	0.986122074914473
"ENSG00000170191.5-NANP"	-1.51971479479005	6.95301685969509	-4.27199613450539	0.000144060363299455	0.0351786473201251	0.982523896902964
"ENSG00000163958.14-ZDHHC19"	3.16590050587825	3.40197147777868	4.25157937586738	0.000152930891480502	0.0370575077886714	0.928913789701105
"ENSG00000227218.7-AL157935.1"	0.268455601575756	0.61564523357216	4.24201642538104	0.000157268046358856	0.0377977449785456	0.903825845138593
"ENSG00000235944.8-ZNF815P"	-1.63652242242932	4.72002632182833	-4.23686758318699	0.000159653006203849	0.0377977449785456	0.890324085766544
"ENSG00000104979.9-C19orf53"	28.6143995823933	143.052673674202	4.23622280449625	0.000159954159346052	0.0377977449785456	0.888633585522312
"ENSG00000141655.17-TNFRSF11A"	-2.78452168337309	4.89147480177465	-4.23444946110577	0.00016078530291499	0.0377977449785456	0.883984521821767
"ENSG00000278530.4-CHMP1B2P"	-0.668824695393109	1.32583272071118	-4.22365774470689	0.000165935382046403	0.0385057671955079	0.85570340562147
"ENSG00000175766.13-EIF4E1B"	1.0096771843428	1.46280985118021	4.22302597218672	0.000166241844341103	0.0385057671955079	0.854048342854238
"ENSG00000196975.16-ANXA4"	4.91699574802684	11.8183331635972	4.21925343069605	0.000168083433206307	0.0386481476600868	0.84416671015256
"ENSG00000277758.4-FO681492.1"	-0.174681588350013	0.60339633386411	-4.21103985190402	0.000172162437374822	0.0392749871802813	0.82266041438166
"ENSG00000283674.3-AC068587.4"	2.55223289425164	5.73173960400509	4.20716748638735	0.000174119048473766	0.0392749871802813	0.812524902459174
"ENSG00000198093.11-ZNF649"	11.5230274598577	34.6279330461338	4.20504708863227	0.000175199657277996	0.0392749871802813	0.806976026726298
"ENSG00000101003.10-GINS1"	5.49621707097918	44.3091493663048	4.20388096779685	0.000175796742719903	0.0392749871802813	0.803924716949937
"ENSG00000238034.1-AL109807.1"	-0.611701156023218	0.72441900574922	-4.19626813178358	0.000179744054750543	0.0398740666809637	0.784010247463274
"ENSG00000121764.11-HCRTR1"	-0.337812329223898	0.789697554257787	-4.18926199823572	0.00018345350887008	0.0401123769360925	0.765691370775439
"ENSG00000175106.16-TVP23C"	-3.54768012797406	6.86472000821594	-4.18801696125715	0.000184120512867471	0.0401123769360925	0.762436842355738
"ENSG00000276058.1-STMN1P1"	0.705560269818672	0.756626657980412	4.185497345459	0.000185477630024835	0.0401123769360925	0.755851359281382
"ENSG00000229337.2-AC079305.3"	0.444787285681561	1.3359586623881	4.18469511689076	0.000185911781615489	0.0401123769360925	0.753754810213832
"ENSG00000217455.8-AC073316.1"	0.380923762249323	0.659432258215954	4.18015767082982	0.000188386182778926	0.0402116905557958	0.741898663461509
"ENSG00000254838.5-GVINP1"	-0.134676997952546	0.680622754294813	-4.17917714303673	0.000188925119909139	0.0402116905557958	0.739337044688176
"ENSG00000260907.1-AC015818.2"	-1.08119786756779	1.96480190600501	-4.17494165704479	0.000191270527348622	0.0404376703490534	0.728273754288241
"ENSG00000261783.1-AC009054.2"	-1.56342849041856	1.26920774778675	-4.16761761945011	0.000195393745797948	0.0410339892425411	0.70915023079683
"ENSG00000197498.13-RPF2"	6.91783135652075	35.8992073621137	4.16135455268315	0.000198988664317222	0.0412777110699585	0.692804261774998
"ENSG00000138646.9-HERC5"	-7.45238356447205	11.8765063505405	-4.16103292630031	0.000199175012940341	0.0412777110699585	0.691965031919523
"ENSG00000124019.10-FAM124B"	-1.01706056965983	1.87197475866989	-4.15534364862046	0.000202499755906255	0.04169244974381	0.677122778089451
"ENSG00000103423.14-DNAJA3"	-8.05907789704939	50.8710184398607	-4.14754444859147	0.000207146016334434	0.0423721211724092	0.656785276611097
"ENSG00000108561.8-C1QBP"	-50.7111923356009	339.866927234587	-4.13991004807194	0.000211795180558028	0.0430385270842994	0.636887827755878
"ENSG00000198176.13-TFDP1"	-14.1519814334046	102.255930517069	-4.13518135603823	0.000214725932371671	0.0430385270842994	0.624568646588964
"ENSG00000132872.12-SYT4"	4.13597685024405	6.33266054189877	4.13514623924375	0.000214747844965063	0.0430385270842994	0.624477175180605
"ENSG00000100867.14-DHRS2"	-0.843116897071424	1.15707337419449	-4.13335426570096	0.000215868933663036	0.0430385270842994	0.619809774744719
"ENSG00000120071.14-KANSL1"	-8.3494916988468	43.3240448992461	-4.12609921940117	0.000220466677381399	0.0436787471961726	0.600919017363246
"ENSG00000232537.2-AC092810.3"	0.541555361220935	0.723216188453164	4.12009676001889	0.000224342983319294	0.0441689269846318	0.585296876906181
"ENSG00000110328.6-GALNT18"	2.53616143777992	6.55262599704556	4.09827490643436	0.000239005547322862	0.0467634394174998	0.528557784996439
"ENSG00000283480.1-AL512380.2"	-0.0966418868691615	0.57480792098049	-4.08826445175709	0.000246041685243751	0.04764087382956	0.502558780271619
"ENSG00000165060.14-FXN"	5.01887899235194	28.9433467937699	4.08760144094442	0.000246514791092926	0.04764087382956	0.500837474388161
"ENSG00000285793.1-AC125232.2"	7.11786069461183	21.5825581232948	4.07645472319315	0.000254603318861289	0.0487312106770268	0.471910704056832
"ENSG00000254277.1-AC009446.1"	28.4305818467415	46.7633549070257	4.0755777109919	0.000255250619399683	0.0487312106770268	0.469635764484423
"ENSG00000186704.9-DTX2P1"	0.602760482713361	0.87644284656984	4.07341630478769	0.000256852777849767	0.0487416828617199	0.464029769577958
"ENSG00000166927.13-MS4A7"	0.175913989407715	0.610647706052685	4.06732130068327	0.000261423900818729	0.0490095449400174	0.448226037410407
"ENSG00000204969.7-PCDHA2"	0.731683922693977	1.48938695242719	4.06515632206587	0.000263066658868291	0.0490095449400174	0.44261416124199
"ENSG00000268658.5-LINC00664"	4.57320799031239	7.42097253265224	4.06470428221177	0.00026341093255847	0.0490095449400174	0.441442533890268
"ENSG00000176681.14-LRRC37A"	-1.31140457845945	2.05120175583296	-4.06249457289892	0.000265100198201776	0.0490095449400174	0.435715820532516
"ENSG00000214643.6-DEFB133"	0.284126896818303	0.620909349023652	4.06092786721562	0.000266304316907656	0.0490095449400174	0.431656088538669
"ENSG00000165025.15-SYK"	-1.30483359352505	2.47681068114403	-4.05925080365251	0.000267599178746167	0.0490095449400174	0.427310910978277
"ENSG00000255305.1-AP004607.7"	0.0763850406727374	0.567512393316904	4.04606614051719	0.00027799574109959	0.0506193285570993	0.393169008831829
"ENSG00000248521.1-AC092612.1"	-0.109661565866694	0.571194060788984	-4.03585744919339	0.000286315849193406	0.0518346871577098	0.366756559277831
"ENSG00000129654.8-FOXJ1"	-2.81915927966203	6.8695251723814	-4.02855581382071	0.000292415456688106	0.0526364531493259	0.347877897132559
"ENSG00000220908.2-LINC02531"	0.743092197746832	0.903830227147435	4.02430027953164	0.00029602879265995	0.0529471666313617	0.336879891079232
"ENSG00000170955.10-CAVIN3"	-15.4144515067148	42.3964571892841	-4.0161449665763	0.000303075686343465	0.0529471666313617	0.315813324290567
"ENSG00000285958.1-AC073174.1"	-0.386748651872694	0.814880026210317	-4.01534808773196	0.000303772981762708	0.0529471666313617	0.313755560007152
"ENSG00000120526.11-NUDCD1"	-5.0954998806363	40.3255018637302	-4.01461128195354	0.000304419105281075	0.0529471666313617	0.311853034000685
"ENSG00000100413.17-POLR3H"	5.0470974077355	22.8659618626849	4.01417853496054	0.000304799217479776	0.0529471666313617	0.31073567691093
"ENSG00000145685.14-LHFPL2"	-5.35044638731038	25.9439917287556	-4.01198254631846	0.000306735265024764	0.0529471666313617	0.305066189357614
"ENSG00000107438.9-PDLIM1"	40.1079085246334	159.688115364353	4.01168639100791	0.00030699728151595	0.0529471666313617	0.304301665078135
"ENSG00000247765.2-AC068446.2"	-0.353728999080805	0.77429046558945	-4.01101954263782	0.000307588060491387	0.0529471666313617	0.302580261820497
"ENSG00000139233.7-LLPH"	-5.89187341382832	31.7282252683154	-4.00495552400885	0.000313011540887753	0.053587916029919	0.286930694360422
"ENSG00000109929.10-SC5D"	-19.161745215807	74.4911004419234	-3.99390677202988	0.000323134276782251	0.0549655125320732	0.258435989424008
"ENSG00000188647.13-PTAR1"	-7.18872590457666	30.74849933962	-3.99140374101396	0.000325471546026077	0.0549655125320732	0.251984124539299
"ENSG00000148346.12-LCN2"	1.30137471404159	1.58402049916574	3.99052836112749	0.000326292842877931	0.0549655125320732	0.24972802892156
"ENSG00000235215.2-AL592431.1"	0.981986277816358	0.777396114879445	3.98400315472828	0.000332478973271392	0.0557096815799049	0.232915714179255
"ENSG00000229043.3-AC091729.3"	-1.66490231057805	3.86459049993514	-3.97732412661332	0.000338929438516683	0.0563936106003475	0.215716142690655
"ENSG00000169314.14-C22orf15"	1.98057572704604	3.57353986539416	3.97608334365224	0.000340141138823086	0.0563936106003475	0.212521941944293
"ENSG00000104921.15-FCER2"	0.433819293847285	0.873281651760302	3.97380850858004	0.000342373642622081	0.0564665555823988	0.206666565130674
"ENSG00000102024.18-PLS3"	-30.4859133685981	86.3275815713261	-3.9685993968793	0.000347539810026049	0.0567849943734342	0.193262473043879
"ENSG00000144381.17-HSPD1"	-91.0597095951089	841.542290727175	-3.96822932131946	0.000347909714424075	0.0567849943734342	0.192310409214728
"ENSG00000112562.18-SMOC2"	1.25707405351389	4.96599050049131	3.96319490634791	0.000352980115532879	0.0573156011309341	0.179361614723963
